@relation device-data-weka.filters.unsupervised.instance.Resample-S1-Z10.0

@attribute hour numeric
@attribute weekday numeric
@attribute running_days numeric
@attribute cpu numeric
@attribute memory numeric
@attribute storage numeric
@attribute cpu_temperature numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute air_conditioner numeric
@attribute heater numeric
@attribute failure {0, 1}

@data
15,4,0,100,90,80,58.2,23.9,28.2,1,0,0
9,0,0,74,91,86,53.9,20.3,35.4,0,0,0
17,1,0,100,97,72,55.2,22.8,30.4,0,0,0
3,1,0,15,75,95,51.2,16.2,43.6,0,0,0
17,4,0,30,95,80,57.4,22.6,30.8,0,0,0
9,3,0,20,57,75,57.9,21.1,33.8,0,0,0
23,2,0,9,89,95,58.9,15.6,44.8,0,0,0
12,3,0,32,57,81,57.7,24.9,26.2,1,0,0
22,3,0,29,100,89,57.6,17.4,41.2,0,0,0
20,2,0,37,98,95,59.3,19,38,0,0,0
6,3,0,100,90,66,59.7,15.5,45,0,1,0
4,5,0,78,86,95,55.7,16.6,42.8,0,1,0
3,2,0,97,97,86,54.3,16.1,43.8,0,0,0
20,3,0,87,78,89,59.4,20.8,34.4,0,0,0
11,5,0,50,77,71,59.6,23.5,29,0,0,0
17,2,0,9,94,91,59.4,22.5,31,0,0,0
2,5,0,61,87,92,55.9,15.5,45,0,1,0
23,2,0,75,89,95,58.4,15.1,45.8,0,0,0
17,6,2,81,89,89,55.2,23,30,1,0,0
17,4,0,100,91,80,57.3,22.5,31,0,0,0
17,4,0,20,57,77,59.1,22,32,0,0,0
17,0,0,100,92,62,50.1,20.9,34.2,0,0,0
21,6,2,39,92,95,55.7,17.2,41.6,0,0,0
17,3,0,71,83,77,60.3,23.1,29.8,1,0,0
12,3,0,32,80,87,61.4,24.6,26.8,1,0,0
12,2,0,12,48,87,59.1,24.7,26.6,1,0,0
14,1,0,81,91,95,50.3,23.3,29.4,1,0,0
22,2,0,93,97,86,57.9,15.2,45.6,0,0,0
17,0,0,12,100,62,49.9,21.2,33.6,0,0,0
16,6,2,62,67,84,54.8,24.7,26.6,1,0,0
21,2,0,98,66,94,58.7,17.6,40.8,0,0,0
22,2,0,97,100,82,57.8,15.8,44.4,0,0,0
16,1,0,5,98,90,50.9,23.5,29,0,0,0
1,2,0,14,98,70,58,16.6,42.8,0,1,0
11,1,0,88,68,87,56.4,23.5,29,0,0,0
6,5,0,50,68,58,59.4,15.8,44.4,0,1,0
7,1,0,13,92,90,51.2,17.8,40.4,0,0,0
11,1,0,5,59,95,51.1,24.9,26.2,1,0,0
5,3,0,22,96,68,59,15.3,45.4,0,1,0
9,3,0,8,96,74,60.6,20.5,35,0,0,0
19,4,0,55,93,74,57.3,20.3,35.4,0,0,0
5,2,0,81,87,82,59.8,16,44,0,1,0
8,4,0,48,79,77,58,17,42,0,0,0
13,4,0,32,97,87,57.5,24.6,26.8,1,0,0
0,4,0,28,79,93,59.8,15.1,45.8,0,1,0
22,2,0,77,97,86,57.9,15.2,45.6,0,0,0
8,1,0,85,100,95,50.9,19.6,36.8,0,0,0
17,5,1,98,53,89,53.2,23.5,29,1,0,0
10,4,0,15,100,87,58.6,20.1,35.8,0,0,0
12,2,0,44,85,88,56.5,24.7,26.6,1,0,0
15,5,1,1,88,92,56.1,23.7,28.6,1,0,0
6,2,0,87,87,90,60.1,16.5,43,0,1,0
1,2,0,62,99,93,52.3,15.3,45.4,0,1,0
16,2,0,48,96,85,57.6,24.3,27.4,0,0,0
13,2,0,12,79,84,60,24.5,27,1,0,0
6,5,0,100,86,94,55.8,15.7,44.6,0,0,0
2,5,0,75,92,91,55.9,15.3,45.4,0,1,0
21,6,2,61,67,95,55.5,16.9,42.2,0,0,0
0,4,0,15,88,79,57.4,16.3,43.4,0,0,0
2,5,0,70,94,91,55.9,15.2,45.6,0,1,0
20,5,1,14,88,92,55.4,20.7,34.6,0,0,0
14,5,1,39,85,91,55.8,23.8,28.4,1,0,0
8,5,0,84,100,83,56.1,17.9,40.2,0,0,0
15,3,0,39,96,77,58.5,24,28,0,0,0
18,4,0,56,88,74,57.8,21.5,33,0,0,0
19,4,0,61,97,74,57.3,20.3,35.4,0,0,0
2,2,0,52,94,87,52.4,16.7,42.6,0,1,0
21,4,0,38,94,56,58,17.4,41.2,0,0,0
4,3,0,42,96,95,58,15.7,44.6,0,0,0
23,4,0,45,97,59,57.3,14.9,46.2,0,1,0
6,3,0,82,99,80,57.6,16.2,43.6,0,1,0
19,4,0,75,98,63,59.2,20,36,0,0,0
19,2,0,91,93,91,57.4,21.3,33.4,0,0,0
14,3,0,7,97,88,62,23.7,28.6,1,0,0
7,5,0,99,98,90,56,16.1,43.8,0,1,0
13,4,0,49,100,72,57.7,25,26,1,0,0
5,4,0,38,98,79,58.5,16.7,42.6,0,1,0
20,2,0,88,26,94,57.2,20.3,35.4,0,0,0
20,1,0,11,82,70,54.6,19,38,0,0,0
0,4,0,44,82,79,57.9,16.3,43.4,0,0,0
14,5,1,98,89,91,56,23.8,28.4,1,0,0
21,0,0,17,98,62,51.5,16.7,42.6,0,0,0
21,3,0,18,84,92,58.4,19,38,0,0,0
14,4,0,65,100,82,57.7,24.2,27.6,1,0,0
22,6,2,29,80,95,55.6,16.7,42.6,0,0,0
2,2,0,77,99,70,57.7,16.2,43.6,0,0,0
15,1,0,48,88,75,55,24.9,26.2,1,0,0
3,5,0,43,100,95,55.7,16.2,43.6,0,1,0
10,1,0,82,100,86,50.5,21.4,33.2,0,0,0
19,6,2,85,92,93,55,20,36,0,0,0
8,3,0,96,73,72,60,18.1,39.8,0,0,0
17,0,0,74,100,90,52.5,22.3,31.4,0,0,0
14,5,0,69,90,88,53.7,23.3,29.4,1,0,0
15,2,0,97,74,88,60.1,23.7,28.6,1,0,0
20,2,0,30,74,95,59,18.3,39.4,0,0,0
20,1,0,43,89,94,53.1,19.1,37.8,0,0,0
17,1,0,25,84,90,51.7,24,28,0,0,0
14,3,0,58,81,85,62,24.1,27.8,1,0,0
22,3,0,31,75,94,61.4,18.5,39,0,0,0
5,2,0,54,81,80,59.2,15.8,44.4,0,1,0
21,0,0,51,87,68,51.6,15.8,44.4,0,0,0
5,5,0,72,85,92,55.9,16.4,43.2,0,0,0
9,0,0,67,72,86,53.8,20.5,35,0,0,0
8,1,0,37,94,95,51.2,19.4,37.2,0,0,0
5,6,1,13,45,85,55.8,16.9,42.2,0,1,0
15,4,0,29,87,67,58.9,24.7,26.6,1,0,0
5,2,0,41,76,90,55.1,15.6,44.8,0,1,0
1,4,0,84,92,93,60.1,15.6,44.8,0,1,0
15,3,0,74,87,88,62.1,23.6,28.8,1,0,0
23,2,0,65,100,95,58.3,15.2,45.6,0,0,0
22,1,0,91,98,93,53,17.7,40.6,0,0,0
5,3,0,57,95,95,58.2,15.1,45.8,0,1,0
15,1,0,46,99,95,50.1,23,30,1,0,0
21,3,0,57,96,91,57.2,18.5,39,0,0,0
11,2,0,35,59,87,59.8,24.5,27,0,0,0
3,1,0,55,99,92,51,15.8,44.4,0,0,0
9,6,1,94,95,87,55.1,22.8,30.4,0,0,0
14,5,0,100,99,88,53.7,23.4,29.2,1,0,0
1,3,0,51,72,93,58.7,15.5,45,0,1,0
14,3,0,58,82,72,57,23.7,28.6,1,0,0
11,1,0,52,76,87,56.4,24.1,27.8,0,0,0
10,1,0,23,87,95,56.6,21.8,32.4,0,0,0
14,3,0,79,95,88,62,23.8,28.4,1,0,0
22,6,2,1,94,95,55.5,16,44,0,0,0
13,6,2,43,86,86,55,24,28,1,0,0
16,3,0,87,97,90,61.1,24.2,27.6,0,0,0
4,1,0,90,67,95,51.2,15.6,44.8,0,1,0
4,3,0,38,91,94,58.1,15.9,44.2,0,0,0
8,5,0,98,92,85,56.5,18.6,38.8,0,0,0
0,4,0,4,97,79,57.4,16.3,43.4,0,0,0
5,4,0,77,89,89,57.6,15.3,45.4,0,0,0
14,5,0,97,94,88,53.8,23.3,29.4,1,0,0
23,3,0,66,62,86,58.1,17.3,41.4,0,0,0
23,1,0,6,96,71,56.8,15.6,44.8,0,0,0
5,6,1,60,36,95,56.2,16.5,43,0,1,0
8,5,0,82,78,85,56.1,18.5,39,0,0,0
15,5,1,26,91,90,56.5,23.5,29,1,0,0
22,5,1,86,98,95,55.4,18.7,38.6,0,0,0
0,4,0,33,85,79,57.9,16.3,43.4,0,0,0
14,1,0,32,90,95,50.5,23.6,28.8,1,0,0
10,4,0,44,87,75,57.9,20.3,35.4,0,0,0
0,1,0,28,88,78,50.9,16.2,43.6,0,1,0
11,0,0,9,76,85,53.2,24.5,27,0,0,0
16,1,0,3,100,77,55.4,24.6,26.8,1,0,0
1,5,0,65,90,88,56.2,14.9,46.2,0,1,0
0,1,0,68,84,86,51.4,16.3,43.4,0,1,0
6,1,0,65,100,91,51,16.4,43.2,0,1,0
2,4,0,91,25,75,58,15.4,45.2,0,1,0
4,5,0,17,87,61,60.2,16.5,43,0,0,0
3,1,0,47,87,91,54.5,16.6,42.8,0,0,0
7,2,0,78,97,91,54.6,17.3,41.4,0,0,0
0,3,0,38,98,91,58.2,15.1,45.8,0,1,0
12,4,0,15,100,72,58.4,23.6,28.8,0,0,0
20,6,2,98,90,93,55,18,40,0,0,0
11,3,0,75,97,81,57.3,24.9,26.2,0,0,0
7,3,0,78,87,63,59.6,16.2,43.6,0,1,0
18,0,0,71,93,92,53.2,20.9,34.2,0,0,0
6,6,1,27,83,83,56.7,16.8,42.4,0,0,0
6,1,0,99,88,93,54.8,16,44,0,1,0
3,5,0,74,90,55,59.8,15.9,44.2,0,1,0
5,2,0,43,76,90,55.1,15.6,44.8,0,1,0
0,6,1,89,91,88,55.4,16.4,43.2,0,0,0
10,6,1,60,100,84,55.7,23.1,29.8,0,0,0
15,4,0,78,73,71,59.1,24.4,27.2,1,0,0
21,1,0,17,79,94,53.4,18.8,38.4,0,0,0
8,3,0,31,94,71,60.3,19.6,36.8,0,0,0
7,4,0,67,78,77,57.7,17,42,0,0,0
16,2,0,83,71,85,57.5,24.4,27.2,0,0,0
4,1,0,83,92,95,51.1,15.1,45.8,0,1,0
4,4,0,21,100,79,58.2,16.2,43.6,0,1,0
4,6,1,9,62,95,56,16,44,0,1,0
9,1,0,38,83,87,50.8,20.4,35.2,0,0,0
21,1,0,92,100,92,52.6,18.2,39.6,0,0,0
19,4,0,100,89,59,59.1,20.2,35.6,0,0,0
0,2,0,82,56,70,58,15.9,44.2,0,1,0
8,0,2,74,68,86,54.6,18.2,39.6,0,0,0
19,0,0,78,90,62,51.2,19,38,0,0,0
11,1,0,35,59,87,56.4,24,28,0,0,0
20,4,0,41,100,84,57.4,19.6,36.8,0,0,0
21,1,0,12,77,94,53.3,18.9,38.2,0,0,0
5,1,0,1,82,94,54.5,15.2,45.6,0,1,0
23,1,0,17,100,73,56.5,15.2,45.6,0,1,0
4,3,0,19,82,82,58.4,15.9,44.2,0,0,0
1,2,0,38,96,93,52.3,15.4,45.2,0,1,0
4,4,0,100,87,79,58.3,16.5,43,0,1,0
5,2,0,41,90,78,59.2,15.7,44.6,0,1,0
1,2,0,13,80,70,58.8,16.1,43.8,0,1,0
3,1,0,96,84,92,54.9,16.2,43.6,0,0,0
18,4,0,66,59,75,59,21.5,33,0,0,0
15,5,0,81,100,88,53.6,23,30,1,0,0
18,3,0,79,53,85,60.3,23.7,28.6,0,0,0
7,6,1,84,91,85,55.3,17.8,40.4,0,0,0
6,5,0,100,99,90,56.3,15,46,0,1,0
21,6,2,46,79,95,55.3,16.9,42.2,0,0,0
20,3,0,23,48,89,61.7,21.8,32.4,0,0,0
1,4,0,68,91,94,60,15.3,45.4,0,1,0
12,4,0,92,83,90,58.2,23.9,28.2,0,0,0
14,5,1,6,100,93,55.9,24.4,27.2,1,0,0
18,1,0,89,98,72,54.7,21.7,32.6,0,0,0
19,1,0,26,65,94,51.8,21.4,33.2,0,0,0
6,4,0,53,97,86,57.6,15.2,45.6,0,1,0
10,1,0,74,65,92,51.3,23,30,0,0,0
17,2,0,87,67,87,57.3,23.7,28.6,1,0,0
0,6,1,60,73,91,55.5,16.4,43.2,0,0,0
19,4,0,28,100,63,59.2,20,36,0,0,0
1,0,2,64,89,95,54.5,15.8,44.4,0,1,0
5,1,0,5,86,94,54.5,15.2,45.6,0,1,0
10,0,0,95,89,88,53.2,23.3,29.4,0,0,0
16,4,0,77,78,78,57.6,23.3,29.4,1,0,0
4,2,0,73,78,73,59.1,15.2,45.6,0,1,0
8,1,0,94,96,93,54.4,18.7,38.6,0,0,0
11,4,0,17,95,79,58.9,22.4,31.2,0,0,0
2,3,0,96,80,87,59,16.7,42.6,0,1,0
21,1,0,40,99,92,52.6,18.2,39.6,0,0,0
8,2,0,8,100,88,55.4,18.7,38.6,0,0,0
22,3,0,62,100,95,57.6,17.7,40.6,0,0,0
5,3,0,33,81,93,58,15.6,44.8,0,1,0
20,1,0,60,80,95,51.8,20.5,35,0,0,0
1,1,0,87,100,91,54.4,16,44,0,1,0
17,4,0,47,92,78,57.9,23.1,29.8,1,0,0
0,3,0,40,100,95,57.3,15.4,45.2,0,1,0
18,3,0,62,81,80,60.3,22.6,30.8,0,0,0
7,2,0,37,58,85,60.2,16.8,42.4,0,1,0
6,1,0,85,95,90,54.8,15.8,44.4,0,1,0
19,2,0,34,99,92,57.3,21,34,0,0,0
2,2,0,69,100,67,57.8,16.2,43.6,0,0,0
11,4,0,1,71,80,58.3,21.4,33.2,0,0,0
23,0,0,44,54,86,54.7,15.1,45.8,0,1,0
7,3,0,33,100,66,59.5,17.5,41,0,0,0
6,0,2,93,79,91,54.8,15.5,45,0,1,0
5,3,0,23,89,71,58.8,15,46,0,1,0
8,4,0,97,62,81,57.7,17.6,40.8,0,0,0
2,1,0,26,100,91,54.4,16.4,43.2,0,1,0
21,4,0,55,100,82,56.7,18.4,39.2,0,0,0
10,3,0,50,54,74,60.7,22.2,31.6,0,0,0
23,1,0,21,95,94,53.1,15.7,44.6,0,0,0
18,0,0,2,78,57,50.3,19.9,36.2,0,0,0
2,1,0,45,97,91,51.4,17,42,0,0,0
5,1,0,62,98,95,51.7,16,44,0,1,0
7,1,0,56,92,94,54.5,16.5,43,0,1,0
3,5,0,36,76,56,60.2,16.1,43.8,0,1,0
21,6,2,65,80,95,55.4,16.9,42.2,0,0,0
10,2,0,24,98,86,59.9,23.2,29.6,0,0,0
23,1,0,64,97,73,56.5,15,46,0,1,0
12,3,0,77,75,84,61.8,24.9,26.2,1,0,0
16,4,0,63,93,80,57.4,23.8,28.4,1,0,0
13,2,0,85,95,84,60.2,24.4,27.2,1,0,0
3,2,0,85,90,73,59.1,15.1,45.8,0,1,0
21,3,0,48,98,95,57.5,18.2,39.6,0,0,0
19,2,0,84,97,93,57.6,20.8,34.4,0,0,0
8,4,0,12,99,77,57.8,18,40,0,0,0
5,5,0,60,96,61,59.4,15.1,45.8,0,0,0
1,6,1,33,100,91,55.9,15.7,44.6,0,0,0
8,2,0,7,100,89,59.8,19.7,36.6,0,0,0
23,3,0,26,75,86,57.9,17.2,41.6,0,0,0
7,2,0,81,98,91,54.4,17.2,41.6,0,0,0
21,5,1,54,78,89,55.7,19.6,36.8,0,0,0
5,1,0,68,78,95,51.5,15.9,44.2,0,1,0
11,0,0,90,100,88,53.4,23.5,29,0,0,0
21,1,0,72,76,94,53.4,18.9,38.2,0,0,0
9,6,1,44,89,90,55,21.8,32.4,0,0,0
15,2,0,70,74,87,59.9,23.5,29,1,0,0
13,6,2,43,88,85,54.5,24.1,27.8,1,0,0
10,4,0,47,85,75,57.6,20.1,35.8,0,0,0
9,6,1,13,90,90,55,21.6,32.8,0,0,0
22,1,0,19,96,93,53,17.3,41.4,0,0,0
10,4,0,13,100,87,58.4,19.7,36.6,0,0,0
22,5,1,82,94,94,54.6,19.1,37.8,0,0,0
7,4,0,27,79,77,57.6,17,42,0,0,0
22,1,0,15,81,70,55.8,16.8,42.4,0,0,0
19,3,0,7,95,90,61.7,22.5,31,0,0,0
23,4,0,17,82,56,57.3,14.9,46.2,0,1,0
17,3,0,43,44,80,59.9,24.1,27.8,1,0,0
12,5,0,38,75,95,55.2,24.3,27.4,1,0,0
3,1,0,82,86,95,51.1,15.7,44.6,0,0,0
19,3,0,1,87,86,59.8,21.5,33,0,0,0
8,0,2,51,82,86,54.8,18.2,39.6,0,0,0
18,0,0,21,73,95,53.4,20.4,35.2,0,0,0
21,4,0,69,90,82,56.9,18.4,39.2,0,0,0
19,3,0,27,97,86,59.2,21.4,33.2,0,0,0
9,1,0,100,84,93,55.9,20.3,35.4,0,0,0
22,4,0,95,59,57,58,16.7,42.6,0,0,0
18,0,0,13,100,92,53,21.6,32.8,0,0,0
21,2,0,80,100,95,56.6,18.3,39.4,0,0,0
20,0,0,91,89,68,51.5,18.3,39.4,0,0,0
6,5,0,85,54,61,59.5,15.6,44.8,0,1,0
20,1,0,65,100,69,54.5,19.1,37.8,0,0,0
21,3,0,34,99,95,57.4,18,40,0,0,0
19,3,0,34,96,86,59.3,21.4,33.2,0,0,0
6,5,0,9,65,61,59.2,15.6,44.8,0,1,0
1,4,0,58,80,91,59.4,15.7,44.6,0,1,0
17,5,1,96,95,84,56.4,23.2,29.6,0,0,0
6,1,0,52,91,95,50.8,16.2,43.6,0,1,0
0,3,0,62,83,91,58.4,15.1,45.8,0,1,0
7,2,0,66,94,91,54.3,17.2,41.6,0,0,0
6,5,0,52,84,66,59,16,44,0,1,0
15,5,0,48,94,88,53.9,23,30,0,0,0
17,4,0,97,84,77,59.2,22.2,31.6,0,0,0
23,6,2,74,100,95,56,15.5,45,0,0,0
18,1,0,7,93,90,51.9,22.8,30.4,0,0,0
2,2,0,69,99,87,52.2,16.6,42.8,0,1,0
5,5,0,8,100,93,55.4,16.9,42.2,0,1,0
11,3,0,77,100,80,61.5,24.8,26.4,0,0,0
6,3,0,29,97,83,57.9,16,44,0,1,0
12,5,0,97,95,93,55.6,24.5,27,1,0,0
12,4,0,27,79,90,57.9,23.1,29.8,0,0,0
9,3,0,1,87,75,57.9,20.5,35,0,0,0
9,1,0,69,89,93,55,19.4,37.2,0,0,0
13,3,0,19,99,87,62,24.5,27,1,0,0
7,5,0,45,91,64,59,16.3,43.4,0,1,0
18,3,0,100,83,81,60,22.2,31.6,0,0,0
16,1,0,8,99,90,51,24.2,27.6,0,0,0
17,2,0,88,67,87,57.3,23.7,28.6,1,0,0
19,3,0,31,84,90,61.6,22.5,31,0,0,0
10,5,0,74,99,67,59.8,21.9,32.2,0,0,0
5,3,0,60,99,68,58.9,15.3,45.4,0,1,0
5,3,0,80,79,93,58.2,15.6,44.8,0,1,0
11,4,0,87,76,88,58.3,22.2,31.6,0,0,0
11,5,0,96,82,74,59.1,24.3,27.4,0,0,0
9,5,0,86,100,93,56.8,20.7,34.6,0,0,0
9,0,0,26,100,85,54.2,19.7,36.6,0,0,0
11,0,0,27,100,91,52.8,25,26,1,0,0
12,2,0,51,82,88,56.8,24.6,26.8,1,0,0
2,4,0,98,36,75,57.9,15.4,45.2,0,1,0
10,4,0,22,90,87,58.3,20,36,0,0,0
22,6,2,100,83,95,55.6,16.7,42.6,0,0,0
3,0,2,14,95,95,54.5,16.8,42.4,0,1,0
0,5,0,21,100,56,57.8,15.1,45.8,0,1,0
1,6,1,59,88,91,56,15.8,44.4,0,0,0
16,2,0,11,67,90,60,23.4,29.2,1,0,0
17,1,0,99,82,72,55.1,22.7,30.6,0,0,0
1,4,0,75,20,76,58.2,15.1,45.8,0,1,0
18,3,0,67,76,80,60.4,22.6,30.8,0,0,0
16,4,0,65,100,70,59.3,23.5,29,1,0,0
22,1,0,90,100,70,56.1,16.9,42.2,0,0,0
22,3,0,21,78,94,61,18.4,39.2,0,0,0
16,4,0,54,99,70,59.3,23.5,29,1,0,0
1,4,0,54,85,91,59.5,15.6,44.8,0,1,0
17,1,0,57,95,73,55.7,23.3,29.4,1,0,0
0,1,0,29,84,76,51,16,44,0,1,0
9,3,0,95,96,74,60.5,20.4,35.2,0,0,0
0,1,0,32,97,95,53.9,15.4,45.2,0,1,0
19,3,0,67,99,82,59.7,21.6,32.8,0,0,0
21,2,0,63,67,92,59,17.6,40.8,0,0,0
14,5,1,3,79,92,56.1,23.7,28.6,1,0,0
17,1,0,31,100,90,51.4,24.4,27.2,0,0,0
8,4,0,67,76,77,57.8,17,42,0,0,0
0,4,0,69,80,76,57.5,15.7,44.6,0,0,0
6,4,0,21,99,86,57.4,15.2,45.6,0,1,0
11,5,0,58,97,95,56.4,25,26,1,0,0
16,6,2,1,75,84,54.5,24.8,26.4,1,0,0
15,4,0,36,95,81,58.1,23.9,28.2,1,0,0
19,4,0,48,90,59,59.4,20,36,0,0,0
22,3,0,98,91,89,57.6,17.4,41.2,0,0,0
13,4,0,77,100,72,57.9,25,26,1,0,0
3,3,0,44,89,86,58.6,16.2,43.6,0,0,0
1,1,0,98,83,86,51.7,16.3,43.4,0,1,0
4,1,0,99,100,95,51.2,15.2,45.6,0,1,0
16,3,0,34,95,80,60,24.4,27.2,1,0,0
10,6,1,19,99,86,55.1,22.9,30.2,0,0,0
6,4,0,63,92,79,58.9,16.1,43.8,0,0,0
11,2,0,53,71,82,55.6,24.7,26.6,0,0,0
19,1,0,53,88,94,51.7,20.8,34.4,0,0,0
2,6,1,27,94,95,57.5,15.1,45.8,0,1,0
2,1,0,82,99,91,54.8,17,42,0,0,0
2,1,0,63,58,91,54.5,16.5,43,0,1,0
2,2,0,52,100,87,52.2,16.6,42.8,0,1,0
3,3,0,39,96,82,58.4,16.1,43.8,0,0,0
6,3,0,55,94,83,57.8,16.1,43.8,0,1,0
0,2,0,16,58,70,58.2,15.9,44.2,0,1,0
2,3,0,93,82,95,58.3,16.1,43.8,0,1,0
16,3,0,1,99,80,59.4,24.6,26.8,1,0,0
15,3,0,10,85,77,59.7,24.8,26.4,0,0,0
4,5,0,50,94,95,56.1,16.3,43.4,0,1,0
4,1,0,87,75,91,54.7,15,46,0,0,0
4,6,1,1,65,95,55.7,16.1,43.8,0,1,0
20,3,0,61,83,91,59.2,20.4,35.2,0,0,0
6,4,0,56,100,79,58.9,16.1,43.8,0,0,0
4,6,1,38,69,95,56,16,44,0,1,0
19,3,0,72,98,85,59.1,20.9,34.2,0,0,0
0,4,0,81,80,76,57.4,15.8,44.4,0,0,0
10,4,0,57,95,82,58.1,21,34,0,0,0
5,3,0,77,94,95,58.1,15.2,45.6,0,1,0
6,1,0,71,89,95,51.2,16.2,43.6,0,1,0
5,2,0,4,100,90,55.3,15.4,45.2,0,1,0
14,2,0,41,70,85,57.4,23.6,28.8,1,0,0
6,6,1,55,62,85,56.4,17,42,0,0,0
20,6,2,93,84,93,55,18.5,39,0,0,0
2,3,0,65,87,87,58.9,16.4,43.2,0,1,0
11,2,0,47,71,82,55.6,24.7,26.6,0,0,0
20,0,0,27,99,68,51.4,18.3,39.4,0,0,0
12,2,0,34,87,85,55.9,25,26,1,0,0
2,1,0,100,97,91,54.1,16.1,43.8,0,1,0
12,5,0,8,80,78,58.1,25,26,1,0,0
5,4,0,21,88,78,58.3,16.9,42.2,0,0,0
10,4,0,65,94,78,57.9,20.3,35.4,0,0,0
5,2,0,25,98,90,55.3,15.4,45.2,0,1,0
0,3,0,90,90,95,58.5,14.9,46.2,0,1,0
21,4,0,26,69,82,57.2,18.9,38.2,0,0,0
22,4,0,58,75,82,56.7,18.2,39.6,0,0,0
1,3,0,49,72,93,58.7,15.5,45,0,1,0
20,6,2,50,100,93,55.1,18.1,39.8,0,0,0
22,3,0,22,95,89,57.5,17.4,41.2,0,0,0
4,0,2,33,98,88,54.4,15.6,44.8,0,0,0
6,4,0,78,73,86,57.4,15.2,45.6,0,1,0
7,3,0,98,97,78,57.2,17.5,41,0,0,0
21,3,0,27,94,95,61.5,19.4,37.2,0,0,0
8,4,0,34,89,78,57.5,17.3,41.4,0,0,0
2,1,0,76,93,91,51.4,16.9,42.2,0,1,0
20,3,0,38,91,89,59.4,20.6,34.8,0,0,0
23,3,0,41,91,82,57.6,16.6,42.8,0,0,0
0,1,0,63,80,78,51,16.1,43.8,0,1,0
0,2,0,71,96,95,53.2,15.4,45.2,0,0,0
23,3,0,4,100,82,57.6,16.5,43,0,0,0
11,6,1,74,98,84,54.9,24.8,26.4,1,0,0
1,1,0,39,100,91,54.1,15.7,44.6,0,1,0
11,0,0,64,80,85,53.1,24.5,27,0,0,0
22,5,1,95,100,95,55.4,18.7,38.6,0,0,0
17,3,0,95,48,80,60,24.1,27.8,1,0,0
23,4,0,28,89,85,56.2,16.8,42.4,0,0,0
22,4,0,82,79,57,57.5,15.5,45,0,0,0
12,0,0,94,95,91,52.8,24.9,26.2,1,0,0
18,0,0,63,92,59,50.9,19.6,36.8,0,0,0
16,3,0,11,100,80,59.3,24.6,26.8,1,0,0
2,4,0,57,26,75,57.8,15.5,45,0,1,0
14,1,0,92,99,93,56.4,23.1,29.8,1,0,0
16,5,1,22,63,82,56.3,24.2,27.6,0,0,0
21,5,1,3,93,89,55.7,19.6,36.8,0,0,0
17,1,0,6,84,72,55.1,22.8,30.4,0,0,0
12,5,1,38,93,84,57.5,24.9,26.2,1,0,0
13,5,1,91,70,93,56.2,24.5,27,1,0,0
7,6,1,62,72,86,55.6,16.2,43.6,0,0,0
15,4,0,60,59,76,58.1,24,28,1,0,0
4,4,0,69,100,89,57.8,15.3,45.4,0,0,0
4,3,0,100,78,79,58.6,15.6,44.8,0,0,0
18,2,0,32,98,90,57.5,23.1,29.8,1,0,0
21,5,1,92,78,92,55.8,19.3,37.4,0,0,0
4,0,2,61,92,88,54.3,15.6,44.8,0,0,0
3,4,0,12,94,93,59.1,16.5,43,0,1,0
14,1,0,19,98,93,56.5,23,30,0,0,0
8,3,0,74,89,71,60.4,19.1,37.8,0,0,0
19,1,0,81,74,69,54.6,20,36,0,0,0
22,2,0,21,75,95,57.2,17.2,41.6,0,0,0
17,3,0,3,100,89,61,24.9,26.2,0,0,0
7,1,0,77,97,95,54.2,17.5,41,0,0,0
6,2,0,59,100,90,54.8,15.8,44.4,0,1,0
13,3,0,21,78,85,61.8,24.3,27.4,1,0,0
10,5,0,20,88,71,59.6,22.8,30.4,0,0,0
19,0,0,100,99,95,53.1,20.3,35.4,0,0,0
17,4,0,82,99,82,57.8,23,30,1,0,0
19,4,0,76,96,59,59.1,20,36,0,0,0
3,0,2,48,92,95,54.4,16.8,42.4,0,0,0
13,3,0,57,84,85,61.8,24.3,27.4,1,0,0
19,1,0,11,92,71,54.5,20.4,35.2,0,0,0
2,2,0,56,100,70,57.7,16.3,43.4,0,0,0
20,2,0,42,75,95,59.2,18.6,38.8,0,0,0
18,3,0,76,53,86,60.3,23.9,28.2,0,0,0
9,2,0,73,81,85,60.2,20.4,35.2,0,0,0
12,0,0,52,86,91,52.3,24.7,26.6,1,0,0
17,2,0,5,89,90,57.2,23.4,29.2,1,0,0
4,2,0,35,93,74,59,15.2,45.6,0,1,0
11,3,0,100,100,81,57.6,24.6,26.8,0,0,0
22,3,0,87,92,93,57.4,17.4,41.2,0,0,0
6,5,0,11,59,61,59.4,15.7,44.6,0,1,0
16,4,0,61,85,67,59.2,23.7,28.6,1,0,0
5,1,0,3,83,95,51.6,15.7,44.6,0,1,0
6,4,0,7,91,77,58.7,15.5,45,0,0,0
7,1,0,9,97,88,50.9,16.9,42.2,0,1,0
17,1,0,100,98,93,51.8,24,28,0,0,0
11,4,0,30,67,88,58.3,22.2,31.6,0,0,0
2,2,0,87,97,67,57.8,16.2,43.6,0,0,0
4,2,0,68,85,90,54.4,15.3,45.4,0,0,0
18,3,0,63,92,78,60.2,22.8,30.4,0,0,0
5,4,0,45,100,79,58.5,16.8,42.4,0,1,0
3,1,0,90,85,95,51.1,16.2,43.6,0,0,0
